frame,x,y,z
0,364.699951171875,330.1399841308594,0.24609997868537903
1,364.699951171875,330.1399841308594,0.09419992566108704
2,364.699951171875,330.1399841308594,-0.03492727130651474
3,364.699951171875,330.1399841308594,-0.05450952425599098
4,364.699951171875,330.1399841308594,-0.039959754794836044
5,364.699951171875,330.1399841308594,-0.022952938452363014
6,364.699951171875,330.1399841308594,-0.01204214058816433
7,364.699951171875,330.1399841308594,-0.006880016066133976
8,364.699951171875,330.1399841308594,-0.005123920273035765
9,364.699951171875,330.1399841308594,-0.004873981233686209
10,364.699951171875,330.1399841308594,-0.004873981233686209
11,364.699951171875,330.1399841308594,-0.004873981233686209
12,364.699951171875,330.1399841308594,-0.004873981233686209
13,364.699951171875,330.1399841308594,-0.004873981233686209
14,364.699951171875,330.1399841308594,-0.004873981233686209
15,364.699951171875,330.1399841308594,-0.004873981233686209
16,364.699951171875,330.1399841308594,-0.004873981233686209
17,364.699951171875,330.1399841308594,-0.004873981233686209
18,364.699951171875,330.1399841308594,-0.004873981233686209
19,364.699951171875,330.1399841308594,-0.004873981233686209
20,364.699951171875,330.1399841308594,-0.004873981233686209
21,364.699951171875,330.1399841308594,-0.004873981233686209
22,364.699951171875,330.1399841308594,-0.004873981233686209
23,364.699951171875,330.1399841308594,-0.004873981233686209
24,364.699951171875,330.1399841308594,-0.004873981233686209
25,364.699951171875,330.1399841308594,-0.004873981233686209
26,364.699951171875,330.1399841308594,-0.004873981233686209
27,364.699951171875,330.1399841308594,-0.005332050379365683
28,364.699951171875,330.1399841308594,-0.005515575408935547
29,364.699951171875,330.1399841308594,-0.005576266907155514
30,364.699951171875,330.1399841308594,-0.005583705846220255
31,364.7301330566406,330.1568298339844,-0.00566179258748889
32,364.7988586425781,330.1938171386719,-0.005718555301427841
33,364.9033508300781,330.2487487792969,-0.005739269312471151
34,365.0432434082031,330.3199157714844,-0.005746898707002401
35,365.22076416015625,330.40692138671875,-0.005751552525907755
36,365.4357604980469,330.5074462890625,-0.005750827491283417
37,365.6869201660156,330.6177978515625,-0.005744113586843014
38,365.97589111328125,330.73724365234375,-0.00574228260666132
39,366.3034973144531,330.86383056640625,-0.005741634406149387
40,366.670654296875,330.9943542480469,-0.005741558037698269
41,367.07965087890625,331.1241455078125,-0.005742854904383421
42,367.5332336425781,331.24871826171875,-0.005748004652559757
43,368.03460693359375,331.3666076660156,-0.005511646158993244
44,368.56549072265625,331.47515869140625,-0.002149829873815179
45,369.1469421386719,331.5641784667969,0.010388163849711418
46,369.7497863769531,331.6376037597656,0.016693973913788795
47,370.3980407714844,331.6990966796875,0.018676547333598137
48,371.1080017089844,331.74920654296875,0.018854159861803055
49,371.8701477050781,331.78729248046875,0.01857389323413372
50,372.6794738769531,331.8187561035156,0.018243465572595596
51,373.5343933105469,331.85015869140625,0.01803327538073063
52,374.4340515136719,331.88446044921875,0.019638309255242348
53,375.37750244140625,331.9065246582031,0.029789332300424576
54,376.36773681640625,331.9250793457031,0.03324819356203079
55,377.4035339355469,331.93951416015625,0.03865506872534752
56,378.484375,331.94390869140625,0.04277700185775757
57,379.5753173828125,331.93670654296875,0.04500428959727287
58,380.70245361328125,331.9230041503906,0.04586702212691307
59,381.86834716796875,331.8994445800781,0.0453190803527832
60,383.0601501464844,331.8482360839844,0.02721109241247177
61,384.2718200683594,331.7539367675781,0.01876874826848507
62,385.46478271484375,331.5531311035156,-0.0033416557125747204
63,386.6002197265625,331.2273254394531,-0.013087596744298935
64,387.66790771484375,330.767333984375,-0.012147121131420135
65,388.6700439453125,330.17791748046875,-0.009938144125044346
66,389.61187744140625,329.4705505371094,-0.008511295542120934
67,390.47406005859375,328.6556091308594,-0.00794309563934803
68,391.2366027832031,327.74407958984375,-0.007861117832362652
69,391.9100341796875,326.7489318847656,-0.007948932237923145
70,392.4925231933594,325.6822204589844,-0.008082408457994461
71,392.9782409667969,324.5549011230469,-0.008100642822682858
72,393.3719177246094,323.3753967285156,-0.008066768757998943
73,393.6820373535156,322.1501159667969,-0.008002528920769691
74,393.9159240722656,320.88482666015625,-0.007517375983297825
75,394.09124755859375,319.5838623046875,-0.0068966480903327465
76,394.2109680175781,318.25152587890625,-0.006148281041532755
77,394.2721862792969,316.8905334472656,-0.005437488202005625
78,394.2882385253906,315.4999084472656,-0.005225047934800386
79,394.26904296875,314.0793151855469,-0.005322284530848265
80,394.2252197265625,312.62847900390625,-0.005438937805593014
81,394.16748046875,311.146484375,-0.005512027535587549
82,394.10577392578125,309.63238525390625,-0.005547733046114445
83,394.0456848144531,308.0851135253906,-0.0055625722743570805
84,393.9904479980469,306.50384521484375,-0.005568637512624264
85,393.94171142578125,304.8905944824219,-0.00555978761985898
86,393.8992614746094,303.27093505859375,-0.0054982565343379974
87,393.86328125,301.6278076171875,-0.005505695007741451
88,393.8346252441406,299.95904541015625,-0.005514507181942463
89,393.8122253417969,298.2690734863281,-0.00551122659817338
90,393.79638671875,296.5602111816406,-0.005503177642822266
91,393.78814697265625,294.83367919921875,-0.005495776887983084
92,393.7858581542969,293.0899963378906,-0.005490893963724375
93,393.787841796875,291.3294982910156,-0.005487880669534206
94,393.7933654785156,289.55279541015625,-0.005484866909682751
95,393.802490234375,287.7613525390625,-0.005479793529957533
96,393.81451416015625,285.95703125,-0.005472507327795029
97,393.8249206542969,284.1419372558594,-0.005463733337819576
98,393.8322448730469,282.31781005859375,-0.0054546925239264965
99,393.83843994140625,280.48626708984375,-0.005446224007755518
100,393.843505859375,278.6488037109375,-0.005438594613224268
101,393.8463439941406,276.806640625,-0.005431766156107187
102,393.84625244140625,274.9607849121094,-0.005425930023193359
103,393.84271240234375,273.1121826171875,-0.005420932546257973
104,393.8365173339844,271.2615661621094,-0.005416583735495806
105,393.8284606933594,269.4096374511719,-0.005412769038230181
106,393.8182678222656,267.5570373535156,-0.005409526638686657
107,393.806396484375,265.70416259765625,-0.005406627431511879
108,393.7938537597656,263.8515930175781,-0.005404110066592693
109,393.7822570800781,261.99969482421875,-0.0054018208757042885
110,393.772216796875,260.1487731933594,-0.005399799440056086
111,393.7623291015625,258.29925537109375,-0.0053980061784386635
112,393.7537536621094,256.4513854980469,-0.005396404303610325
113,393.74932861328125,254.6055145263672,-0.005394840147346258
114,393.7486267089844,252.76185607910156,-0.005393619649112225
115,393.75042724609375,250.92059326171875,-0.005392513237893581
116,393.75384521484375,249.08192443847656,-0.00539133045822382
